source,target,weight
Oman,Malta,4
Oman,Bahamas,2
Oman,Iraq,4
Oman,Iran,4
Oman,Turkmenistan,1
Oman,Chile,3
Oman,Equatorial Guinea,3
Oman,Madagascar,1
Oman,Ghana,4
Oman,Grenada,1
Oman,Kyrgyzstan,1
Oman,Reunion,1
Oman,Niger,3
Oman,Trinidad and Tobago,1
Oman,New Caledonia,1
Oman,Albania,2
Oman,East Timor,1
Oman,Kazakhstan,4
Oman,Antigua and Barbuda,1
Oman,New Zealand,2
Oman,Gibraltar,1
Oman,Libya,3
Oman,Aruba,1
Malta,French Polynesia,1
Malta,Romania,3
Malta,Canada,4
Malta,Isle of Man,1
Malta,Croatia,3
Malta,Liberia,2
Malta,Montenegro,1
Malta,Uruguay,1
Malta,Cayman Islands,1
Malta,Poland,4
Malta,Guadeloupe,1
Malta,Palau,1
Malta,Mauritius,3
Malta,Maldives,3
Malta,Panama,1
Malta,Israel,3
Malta,Nepal,1
Malta,Afghanistan,2
Malta,Sudan,2
Malta,Dominican Republic,2
Malta,Virgin Islands,2
Malta,Norway,3
Malta,Ethiopia,2
Malta,Bangladesh,2
Malta,Bermuda,1
Malta,Mongolia,1
Malta,Burkina Faso,2
Malta,Sri Lanka,3
Malta,Macedonia,1
Malta,Turks and Caicos Islands,1
Malta,Chad,2
Malta,Tajikistan,1
Malta,Somalia,1
Malta,Lithuania,2
Malta,Moldova,1
Malta,Tunisia,3
Malta,Taiwan,2
Malta,Cambodia,1
Malta,Barbados,1
Malta,Philippines,2
Malta,Namibia,1
Malta,Pakistan,2
Malta,Haiti,1
Malta,Czech Republic,4
Malta,Mauritania,2
Malta,Kenya,4
Malta,Uzbekistan,1
Malta,Estonia,1
Malta,Saint Kitts and Nevis,1
Malta,Saint Lucia,2
Malta,Yemen,1
Malta,Bosnia and Herzegovina,1
Malta,Seychelles,1
Malta,Puerto Rico,1
Malta,Georgia,2
Malta,South Sudan,1
Malta,Bulgaria,3
Malta,Singapore,4
Malta,Australia,4
Malta,Austria,4
Malta,Netherlands Antilles,1
Malta,Latvia,2
Malta,Bahamas,2
Malta,Iraq,2
Malta,Iran,2
Malta,Turkmenistan,1
Malta,Chile,1
Malta,Equatorial Guinea,2
Malta,Madagascar,1
Malta,Ghana,3
Malta,Kyrgyzstan,1
Malta,Grenada,1
Malta,Reunion,1
Malta,Niger,2
Malta,Trinidad and Tobago,1
Malta,Albania,2
Malta,Kazakhstan,2
Malta,Antigua and Barbuda,1
Malta,New Zealand,1
Malta,Libya,3
Malta,Gibraltar,1
Australia,French Polynesia,4
Australia,Swaziland,1
Australia,Romania,6
Australia,Canada,10
Australia,Isle of Man,1
Australia,Croatia,4
Australia,Liberia,3
Australia,Lesotho,1
Australia,Vanuatu,2
Australia,Montenegro,1
Australia,Uruguay,2
Australia,Suriname,1
Australia,Palau,2
Australia,Poland,7
Australia,Cayman Islands,1
Australia,Guadeloupe,1
Australia,Mauritius,4
Australia,Panama,2
Australia,Maldives,7
Australia,Israel,4
Australia,Nepal,5
Australia,Afghanistan,2
Australia,Sudan,4
Australia,Dominican Republic,3
Australia,Virgin Islands,3
Australia,Norway,5
Australia,Ethiopia,6
Australia,Bangladesh,6
Australia,Bermuda,1
Australia,Mongolia,1
Australia,Burkina Faso,3
Australia,Sri Lanka,7
Australia,Macedonia,1
Australia,Turks and Caicos Islands,1
Australia,Niue,1
Australia,Chad,2
Australia,Tajikistan,1
Australia,Somalia,1
Australia,Lithuania,2
Australia,Tunisia,4
Australia,Moldova,1
Australia,Taiwan,6
Australia,Norfolk Island,1
Australia,Cambodia,2
Australia,Barbados,2
Australia,Philippines,9
Australia,Namibia,2
Australia,Guam,1
Australia,Pakistan,6
Australia,Haiti,1
Australia,Botswana,1
Australia,Czech Republic,6
Australia,Mauritania,2
Australia,Papua New Guinea,1
Australia,Honduras,1
Australia,Kenya,9
Australia,Uzbekistan,1
Australia,Mozambique,2
Australia,Estonia,2
Australia,Saint Kitts and Nevis,1
Australia,Burma,3
Australia,Saint Lucia,3
Australia,Yemen,1
Australia,Fiji,3
Australia,Bosnia and Herzegovina,1
Australia,Seychelles,3
Australia,Samoa,1
Australia,Puerto Rico,3
Australia,Georgia,4
Australia,South Sudan,1
Australia,Bulgaria,4
Australia,Burundi,1
Australia,Singapore,14
Australia,Austria,6
Australia,Netherlands Antilles,2
Australia,Latvia,3
Australia,Bahamas,2
Australia,Iraq,4
Australia,Tonga,1
Australia,Cook Islands,1
Australia,Iran,4
Australia,Turkmenistan,1
Australia,Brunei,1
Australia,Chile,4
Australia,Madagascar,2
Australia,Equatorial Guinea,3
Australia,Ghana,5
Australia,Grenada,2
Australia,Kyrgyzstan,1
Australia,Reunion,1
Australia,Niger,3
Australia,Trinidad and Tobago,1
Australia,New Caledonia,2
Australia,Albania,2
Australia,East Timor,1
Australia,Kazakhstan,4
Australia,Antigua and Barbuda,2
Australia,New Zealand,4
Australia,Gibraltar,1
Australia,Libya,3
Australia,Aruba,1
Philippines,French Polynesia,3
Philippines,Romania,4
Philippines,Canada,8
Philippines,Croatia,2
Philippines,Liberia,2
Philippines,Vanuatu,1
Philippines,Uruguay,2
Philippines,Suriname,1
Philippines,Palau,2
Philippines,Poland,6
Philippines,Guadeloupe,1
Philippines,Mauritius,2
Philippines,Panama,2
Philippines,Maldives,5
Philippines,Israel,2
Philippines,Nepal,4
Philippines,Afghanistan,1
Philippines,Sudan,3
Philippines,Dominican Republic,2
Philippines,Virgin Islands,2
Philippines,Norway,3
Philippines,Ethiopia,4
Philippines,Bangladesh,5
Philippines,Burkina Faso,2
Philippines,Sri Lanka,5
Philippines,Chad,1
Philippines,Tunisia,3
Philippines,Taiwan,7
Philippines,Cambodia,2
Philippines,Guam,2
Philippines,Pakistan,5
Philippines,Haiti,1
Philippines,Czech Republic,4
Philippines,Mauritania,1
Philippines,Papua New Guinea,1
Philippines,Honduras,1
Philippines,Kenya,6
Philippines,Mozambique,1
Philippines,Estonia,1
Philippines,Macau,1
Philippines,Burma,4
Philippines,Saint Lucia,1
Philippines,Fiji,2
Philippines,Seychelles,2
Philippines,Puerto Rico,2
Philippines,Georgia,3
Philippines,Bulgaria,2
Philippines,Burundi,1
Philippines,Singapore,10
Philippines,Austria,5
Philippines,Netherlands Antilles,2
Philippines,Latvia,2
Philippines,Bahamas,1
Philippines,Iraq,3
Philippines,Iran,3
Philippines,Brunei,1
Philippines,Chile,4
Philippines,Equatorial Guinea,2
Philippines,Madagascar,1
Philippines,Ghana,2
Philippines,Reunion,1
Philippines,Niger,2
Philippines,New Caledonia,1
Philippines,East Timor,1
Philippines,Kazakhstan,2
Philippines,New Zealand,3
Philippines,Libya,1
Philippines,Aruba,1
Mauritius,French Polynesia,1
Mauritius,Swaziland,1
Mauritius,Romania,2
Mauritius,Canada,3
Mauritius,Isle of Man,1
Mauritius,Croatia,2
Mauritius,Lesotho,1
Mauritius,Liberia,2
Mauritius,Uruguay,1
Mauritius,Cayman Islands,1
Mauritius,Poland,3
Mauritius,Guadeloupe,1
Mauritius,Palau,1
Mauritius,Maldives,2
Mauritius,Panama,1
Mauritius,Israel,2
Mauritius,Afghanistan,1
Mauritius,Sudan,1
Mauritius,Dominican Republic,2
Mauritius,Virgin Islands,2
Mauritius,Norway,2
Mauritius,Ethiopia,2
Mauritius,Bangladesh,1
Mauritius,Bermuda,1
Mauritius,Burkina Faso,1
Mauritius,Sri Lanka,2
Mauritius,Turks and Caicos Islands,1
Mauritius,Chad,1
Mauritius,Lithuania,1
Mauritius,Tunisia,2
Mauritius,Taiwan,2
Mauritius,Cambodia,1
Mauritius,Barbados,1
Mauritius,Namibia,2
Mauritius,Pakistan,1
Mauritius,Haiti,1
Mauritius,Botswana,1
Mauritius,Czech Republic,3
Mauritius,Mauritania,1
Mauritius,Kenya,4
Mauritius,Mozambique,1
Mauritius,Saint Kitts and Nevis,1
Mauritius,Saint Lucia,2
Mauritius,Seychelles,2
Mauritius,Puerto Rico,1
Mauritius,Georgia,1
Mauritius,Bulgaria,2
Mauritius,Singapore,4
Mauritius,Austria,3
Mauritius,Netherlands Antilles,1
Mauritius,Latvia,1
Mauritius,Bahamas,2
Mauritius,Iraq,1
Mauritius,Iran,1
Mauritius,Chile,1
Mauritius,Madagascar,2
Mauritius,Equatorial Guinea,1
Mauritius,Ghana,3
Mauritius,Grenada,1
Mauritius,Reunion,1
Mauritius,Niger,1
Mauritius,Trinidad and Tobago,1
Mauritius,Albania,1
Mauritius,Kazakhstan,1
Mauritius,Antigua and Barbuda,1
Mauritius,New Zealand,1
Mauritius,Gibraltar,1
Mauritius,Libya,2
Uruguay,French Polynesia,1
Uruguay,Romania,2
Uruguay,Canada,2
Uruguay,Croatia,1
Uruguay,Liberia,2
Uruguay,Suriname,1
Uruguay,Guadeloupe,1
Uruguay,Poland,2
Uruguay,Palau,1
Uruguay,Panama,2
Uruguay,Israel,2
Uruguay,Dominican Republic,2
Uruguay,Virgin Islands,2
Uruguay,Norway,2
Uruguay,Ethiopia,1
Uruguay,Burkina Faso,2
Uruguay,Chad,1
Uruguay,Tunisia,1
Uruguay,Taiwan,2
Uruguay,Cambodia,1
Uruguay,Pakistan,1
Uruguay,Haiti,1
Uruguay,Czech Republic,2
Uruguay,Mauritania,1
Uruguay,Honduras,1
Uruguay,Kenya,2
Uruguay,Estonia,1
Uruguay,Saint Lucia,1
Uruguay,Puerto Rico,2
Uruguay,Georgia,2
Uruguay,Bulgaria,1
Uruguay,Burundi,1
Uruguay,Singapore,2
Uruguay,Austria,2
Uruguay,Netherlands Antilles,2
Uruguay,Latvia,2
Uruguay,Bahamas,1
Uruguay,Chile,2
Uruguay,Equatorial Guinea,2
Uruguay,Madagascar,1
Uruguay,Ghana,1
Uruguay,Reunion,1
Uruguay,Niger,2
Uruguay,Kazakhstan,1
Uruguay,Aruba,1
Bahamas,French Polynesia,1
Bahamas,Romania,2
Bahamas,Canada,2
Bahamas,Isle of Man,1
Bahamas,Croatia,2
Bahamas,Liberia,2
Bahamas,Cayman Islands,1
Bahamas,Poland,2
Bahamas,Guadeloupe,1
Bahamas,Palau,1
Bahamas,Maldives,1
Bahamas,Panama,1
Bahamas,Israel,2
Bahamas,Dominican Republic,2
Bahamas,Virgin Islands,2
Bahamas,Norway,2
Bahamas,Bermuda,1
Bahamas,Burkina Faso,1
Bahamas,Sri Lanka,1
Bahamas,Turks and Caicos Islands,1
Bahamas,Chad,1
Bahamas,Lithuania,1
Bahamas,Tunisia,1
Bahamas,Taiwan,1
Bahamas,Cambodia,1
Bahamas,Barbados,1
Bahamas,Namibia,1
Bahamas,Haiti,1
Bahamas,Czech Republic,2
Bahamas,Mauritania,1
Bahamas,Kenya,2
Bahamas,Saint Kitts and Nevis,1
Bahamas,Saint Lucia,2
Bahamas,Puerto Rico,1
Bahamas,Georgia,1
Bahamas,Bulgaria,2
Bahamas,Singapore,2
Bahamas,Austria,2
Bahamas,Netherlands Antilles,1
Bahamas,Latvia,1
Bahamas,Chile,1
Bahamas,Equatorial Guinea,1
Bahamas,Madagascar,1
Bahamas,Ghana,1
Bahamas,Grenada,1
Bahamas,Reunion,1
Bahamas,Niger,1
Bahamas,Trinidad and Tobago,1
Bahamas,Albania,1
Bahamas,Kazakhstan,1
Bahamas,Antigua and Barbuda,1
Bahamas,Gibraltar,1
Bahamas,Libya,1
Kenya,French Polynesia,2
Kenya,Swaziland,1
Kenya,Romania,6
Kenya,Canada,7
Kenya,Isle of Man,1
Kenya,Croatia,4
Kenya,Liberia,3
Kenya,Lesotho,1
Kenya,Vanuatu,1
Kenya,Montenegro,1
Kenya,Suriname,1
Kenya,Cayman Islands,1
Kenya,Poland,7
Kenya,Guadeloupe,1
Kenya,Palau,1
Kenya,Panama,2
Kenya,Maldives,5
Kenya,Israel,4
Kenya,Nepal,3
Kenya,Afghanistan,2
Kenya,Sudan,4
Kenya,Dominican Republic,3
Kenya,Virgin Islands,3
Kenya,Norway,5
Kenya,Ethiopia,5
Kenya,Bangladesh,4
Kenya,Bermuda,1
Kenya,Mongolia,1
Kenya,Burkina Faso,3
Kenya,Sri Lanka,5
Kenya,Macedonia,1
Kenya,Turks and Caicos Islands,1
Kenya,Chad,2
Kenya,Tajikistan,1
Kenya,Somalia,1
Kenya,Lithuania,2
Kenya,Tunisia,4
Kenya,Moldova,1
Kenya,Taiwan,3
Kenya,Cambodia,1
Kenya,Barbados,1
Kenya,Namibia,2
Kenya,Pakistan,5
Kenya,Haiti,1
Kenya,Botswana,1
Kenya,Czech Republic,6
Kenya,Mauritania,2
Kenya,Papua New Guinea,1
Kenya,Honduras,1
Kenya,Uzbekistan,1
Kenya,Mozambique,2
Kenya,Estonia,2
Kenya,Saint Kitts and Nevis,1
Kenya,Burma,2
Kenya,Saint Lucia,2
Kenya,Yemen,1
Kenya,Fiji,1
Kenya,Bosnia and Herzegovina,1
Kenya,Seychelles,3
Kenya,Puerto Rico,2
Kenya,Georgia,4
Kenya,South Sudan,1
Kenya,Bulgaria,4
Kenya,Burundi,1
Kenya,Singapore,9
Kenya,Austria,6
Kenya,Netherlands Antilles,2
Kenya,Latvia,3
Kenya,Iraq,4
Kenya,Iran,4
Kenya,Turkmenistan,1
Kenya,Chile,3
Kenya,Madagascar,2
Kenya,Equatorial Guinea,3
Kenya,Ghana,5
Kenya,Grenada,1
Kenya,Kyrgyzstan,1
Kenya,Reunion,1
Kenya,Niger,3
Kenya,Trinidad and Tobago,1
Kenya,New Caledonia,1
Kenya,Albania,2
Kenya,East Timor,1
Kenya,Kazakhstan,4
Kenya,Antigua and Barbuda,1
Kenya,New Zealand,2
Kenya,Gibraltar,1
Kenya,Libya,3
Kenya,Aruba,1
Chad,French Polynesia,1
Chad,Romania,2
Chad,Canada,2
Chad,Croatia,2
Chad,Liberia,1
Chad,Montenegro,1
Chad,Guadeloupe,1
Chad,Poland,2
Chad,Palau,1
Chad,Maldives,1
Chad,Panama,1
Chad,Israel,2
Chad,Nepal,1
Chad,Afghanistan,1
Chad,Sudan,1
Chad,Dominican Republic,1
Chad,Virgin Islands,1
Chad,Norway,2
Chad,Ethiopia,1
Chad,Bangladesh,1
Chad,Mongolia,1
Chad,Burkina Faso,2
Chad,Sri Lanka,1
Chad,Macedonia,1
Chad,Tajikistan,1
Chad,Somalia,1
Chad,Lithuania,1
Chad,Moldova,1
Chad,Tunisia,2
Chad,Taiwan,1
Chad,Cambodia,1
Chad,Pakistan,1
Chad,Haiti,1
Chad,Czech Republic,2
Chad,Mauritania,2
Chad,Uzbekistan,1
Chad,Estonia,1
Chad,Saint Lucia,1
Chad,Yemen,1
Chad,Bosnia and Herzegovina,1
Chad,Puerto Rico,1
Chad,Georgia,2
Chad,South Sudan,1
Chad,Bulgaria,2
Chad,Singapore,2
Chad,Austria,2
Chad,Netherlands Antilles,1
Chad,Latvia,2
Chad,Iraq,1
Chad,Iran,1
Chad,Turkmenistan,1
Chad,Chile,1
Chad,Equatorial Guinea,2
Chad,Madagascar,1
Chad,Ghana,1
Chad,Kyrgyzstan,1
Chad,Reunion,1
Chad,Niger,2
Chad,Albania,1
Chad,Kazakhstan,1
Chad,Libya,1
Niger,French Polynesia,1
Niger,Romania,3
Niger,Canada,3
Niger,Croatia,2
Niger,Liberia,2
Niger,Montenegro,1
Niger,Suriname,1
Niger,Guadeloupe,1
Niger,Poland,3
Niger,Palau,1
Niger,Maldives,1
Niger,Panama,2
Niger,Israel,3
Niger,Nepal,1
Niger,Afghanistan,1
Niger,Sudan,1
Niger,Dominican Republic,2
Niger,Virgin Islands,2
Niger,Norway,3
Niger,Ethiopia,2
Niger,Bangladesh,1
Niger,Mongolia,1
Niger,Burkina Faso,3
Niger,Sri Lanka,1
Niger,Macedonia,1
Niger,Tajikistan,1
Niger,Somalia,1
Niger,Lithuania,1
Niger,Moldova,1
Niger,Tunisia,2
Niger,Taiwan,2
Niger,Cambodia,1
Niger,Pakistan,2
Niger,Haiti,1
Niger,Czech Republic,3
Niger,Mauritania,2
Niger,Honduras,1
Niger,Uzbekistan,1
Niger,Estonia,2
Niger,Saint Lucia,1
Niger,Yemen,1
Niger,Bosnia and Herzegovina,1
Niger,Puerto Rico,2
Niger,Georgia,3
Niger,South Sudan,1
Niger,Bulgaria,2
Niger,Burundi,1
Niger,Singapore,3
Niger,Austria,3
Niger,Netherlands Antilles,2
Niger,Latvia,3
Niger,Iraq,1
Niger,Iran,1
Niger,Turkmenistan,1
Niger,Chile,2
Niger,Equatorial Guinea,3
Niger,Madagascar,1
Niger,Ghana,2
Niger,Kyrgyzstan,1
Niger,Reunion,1
Niger,Albania,1
Niger,Kazakhstan,2
Niger,Libya,1
Niger,Aruba,1
Mauritania,French Polynesia,1
Mauritania,Romania,2
Mauritania,Canada,2
Mauritania,Croatia,2
Mauritania,Liberia,1
Mauritania,Montenegro,1
Mauritania,Guadeloupe,1
Mauritania,Poland,2
Mauritania,Palau,1
Mauritania,Maldives,1
Mauritania,Panama,1
Mauritania,Israel,2
Mauritania,Nepal,1
Mauritania,Afghanistan,1
Mauritania,Sudan,1
Mauritania,Dominican Republic,1
Mauritania,Virgin Islands,1
Mauritania,Norway,2
Mauritania,Ethiopia,1
Mauritania,Bangladesh,1
Mauritania,Mongolia,1
Mauritania,Burkina Faso,2
Mauritania,Sri Lanka,1
Mauritania,Macedonia,1
Mauritania,Tajikistan,1
Mauritania,Somalia,1
Mauritania,Lithuania,1
Mauritania,Moldova,1
Mauritania,Tunisia,2
Mauritania,Taiwan,1
Mauritania,Cambodia,1
Mauritania,Pakistan,1
Mauritania,Haiti,1
Mauritania,Czech Republic,2
Mauritania,Uzbekistan,1
Mauritania,Estonia,1
Mauritania,Saint Lucia,1
Mauritania,Yemen,1
Mauritania,Bosnia and Herzegovina,1
Mauritania,Puerto Rico,1
Mauritania,Georgia,2
Mauritania,South Sudan,1
Mauritania,Bulgaria,2
Mauritania,Singapore,2
Mauritania,Austria,2
Mauritania,Netherlands Antilles,1
Mauritania,Latvia,2
Mauritania,Iraq,1
Mauritania,Iran,1
Mauritania,Turkmenistan,1
Mauritania,Chile,1
Mauritania,Equatorial Guinea,2
Mauritania,Madagascar,1
Mauritania,Ghana,1
Mauritania,Kyrgyzstan,1
Mauritania,Reunion,1
Mauritania,Albania,1
Mauritania,Kazakhstan,1
Mauritania,Libya,1
Norway,French Polynesia,1
Norway,Romania,5
Norway,Canada,5
Norway,Isle of Man,1
Norway,Croatia,4
Norway,Liberia,3
Norway,Montenegro,1
Norway,Suriname,1
Norway,Cayman Islands,1
Norway,Poland,5
Norway,Guadeloupe,1
Norway,Palau,1
Norway,Panama,2
Norway,Maldives,3
Norway,Israel,4
Norway,Nepal,2
Norway,Afghanistan,1
Norway,Sudan,2
Norway,Dominican Republic,3
Norway,Virgin Islands,3
Norway,Ethiopia,3
Norway,Bangladesh,2
Norway,Bermuda,1
Norway,Mongolia,1
Norway,Burkina Faso,3
Norway,Sri Lanka,3
Norway,Macedonia,1
Norway,Turks and Caicos Islands,1
Norway,Tajikistan,1
Norway,Somalia,1
Norway,Lithuania,2
Norway,Tunisia,3
Norway,Moldova,1
Norway,Taiwan,2
Norway,Cambodia,1
Norway,Barbados,1
Norway,Namibia,1
Norway,Pakistan,3
Norway,Haiti,1
Norway,Czech Republic,4
Norway,Honduras,1
Norway,Uzbekistan,1
Norway,Mozambique,1
Norway,Estonia,2
Norway,Saint Kitts and Nevis,1
Norway,Burma,1
Norway,Saint Lucia,2
Norway,Yemen,1
Norway,Bosnia and Herzegovina,1
Norway,Puerto Rico,2
Norway,Georgia,4
Norway,South Sudan,1
Norway,Bulgaria,4
Norway,Burundi,1
Norway,Singapore,5
Norway,Austria,5
Norway,Netherlands Antilles,2
Norway,Latvia,3
Norway,Iraq,2
Norway,Iran,2
Norway,Turkmenistan,1
Norway,Chile,2
Norway,Equatorial Guinea,3
Norway,Madagascar,1
Norway,Ghana,3
Norway,Grenada,1
Norway,Kyrgyzstan,1
Norway,Reunion,1
Norway,Trinidad and Tobago,1
Norway,Albania,2
Norway,Kazakhstan,3
Norway,Antigua and Barbuda,1
Norway,Gibraltar,1
Norway,Libya,2
Norway,Aruba,1
Romania,French Polynesia,1
Romania,Canada,6
Romania,Isle of Man,1
Romania,Croatia,4
Romania,Liberia,3
Romania,Montenegro,1
Romania,Suriname,1
Romania,Cayman Islands,1
Romania,Poland,5
Romania,Guadeloupe,1
Romania,Palau,1
Romania,Panama,2
Romania,Maldives,4
Romania,Israel,4
Romania,Nepal,3
Romania,Afghanistan,1
Romania,Sudan,3
Romania,Dominican Republic,3
Romania,Virgin Islands,3
Romania,Ethiopia,3
Romania,Bangladesh,3
Romania,Bermuda,1
Romania,Mongolia,1
Romania,Burkina Faso,3
Romania,Sri Lanka,4
Romania,Macedonia,1
Romania,Turks and Caicos Islands,1
Romania,Tajikistan,1
Romania,Somalia,1
Romania,Lithuania,2
Romania,Tunisia,3
Romania,Moldova,1
Romania,Taiwan,2
Romania,Cambodia,1
Romania,Barbados,1
Romania,Namibia,1
Romania,Pakistan,4
Romania,Haiti,1
Romania,Czech Republic,4
Romania,Honduras,1
Romania,Uzbekistan,1
Romania,Mozambique,1
Romania,Estonia,2
Romania,Saint Kitts and Nevis,1
Romania,Burma,2
Romania,Saint Lucia,2
Romania,Yemen,1
Romania,Bosnia and Herzegovina,1
Romania,Seychelles,1
Romania,Puerto Rico,2
Romania,Georgia,4
Romania,South Sudan,1
Romania,Bulgaria,4
Romania,Burundi,1
Romania,Singapore,6
Romania,Austria,5
Romania,Netherlands Antilles,2
Romania,Latvia,3
Romania,Iraq,3
Romania,Iran,3
Romania,Turkmenistan,1
Romania,Chile,2
Romania,Equatorial Guinea,3
Romania,Madagascar,1
Romania,Ghana,3
Romania,Grenada,1
Romania,Kyrgyzstan,1
Romania,Reunion,1
Romania,Trinidad and Tobago,1
Romania,Albania,2
Romania,Kazakhstan,4
Romania,Antigua and Barbuda,1
Romania,Gibraltar,1
Romania,Libya,2
Romania,Aruba,1
Burkina Faso,French Polynesia,1
Burkina Faso,Canada,3
Burkina Faso,Croatia,2
Burkina Faso,Liberia,2
Burkina Faso,Montenegro,1
Burkina Faso,Suriname,1
Burkina Faso,Guadeloupe,1
Burkina Faso,Poland,3
Burkina Faso,Palau,1
Burkina Faso,Maldives,1
Burkina Faso,Panama,2
Burkina Faso,Israel,3
Burkina Faso,Nepal,1
Burkina Faso,Afghanistan,1
Burkina Faso,Sudan,1
Burkina Faso,Dominican Republic,2
Burkina Faso,Virgin Islands,2
Burkina Faso,Ethiopia,2
Burkina Faso,Bangladesh,1
Burkina Faso,Mongolia,1
Burkina Faso,Sri Lanka,1
Burkina Faso,Macedonia,1
Burkina Faso,Tajikistan,1
Burkina Faso,Somalia,1
Burkina Faso,Lithuania,1
Burkina Faso,Moldova,1
Burkina Faso,Tunisia,2
Burkina Faso,Taiwan,2
Burkina Faso,Cambodia,1
Burkina Faso,Pakistan,2
Burkina Faso,Haiti,1
Burkina Faso,Czech Republic,3
Burkina Faso,Honduras,1
Burkina Faso,Uzbekistan,1
Burkina Faso,Estonia,2
Burkina Faso,Saint Lucia,1
Burkina Faso,Yemen,1
Burkina Faso,Bosnia and Herzegovina,1
Burkina Faso,Puerto Rico,2
Burkina Faso,Georgia,3
Burkina Faso,South Sudan,1
Burkina Faso,Bulgaria,2
Burkina Faso,Burundi,1
Burkina Faso,Singapore,3
Burkina Faso,Austria,3
Burkina Faso,Netherlands Antilles,2
Burkina Faso,Latvia,3
Burkina Faso,Iraq,1
Burkina Faso,Iran,1
Burkina Faso,Turkmenistan,1
Burkina Faso,Chile,2
Burkina Faso,Equatorial Guinea,3
Burkina Faso,Madagascar,1
Burkina Faso,Ghana,2
Burkina Faso,Kyrgyzstan,1
Burkina Faso,Reunion,1
Burkina Faso,Albania,1
Burkina Faso,Kazakhstan,2
Burkina Faso,Libya,1
Burkina Faso,Aruba,1
Haiti,French Polynesia,1
Haiti,Czech Republic,1
Haiti,Canada,1
Haiti,Croatia,1
Haiti,Liberia,1
Haiti,Guadeloupe,1
Haiti,Palau,1
Haiti,Poland,1
Haiti,Panama,1
Haiti,Saint Lucia,1
Haiti,Israel,1
Haiti,Dominican Republic,1
Haiti,Virgin Islands,1
Haiti,Puerto Rico,1
Haiti,Georgia,1
Haiti,Bulgaria,1
Haiti,Singapore,1
Haiti,Austria,1
Haiti,Netherlands Antilles,1
Haiti,Latvia,1
Haiti,Chile,1
Haiti,Equatorial Guinea,1
Haiti,Madagascar,1
Haiti,Reunion,1
Haiti,Tunisia,1
Haiti,Taiwan,1
Haiti,Cambodia,1
French Polynesia,Canada,3
French Polynesia,Croatia,1
French Polynesia,Liberia,1
French Polynesia,Vanuatu,2
French Polynesia,Palau,2
French Polynesia,Poland,2
French Polynesia,Guadeloupe,1
French Polynesia,Panama,1
French Polynesia,Israel,1
French Polynesia,Dominican Republic,1
French Polynesia,Virgin Islands,1
French Polynesia,Niue,1
French Polynesia,Tunisia,1
French Polynesia,Taiwan,2
French Polynesia,Norfolk Island,1
French Polynesia,Cambodia,1
French Polynesia,Guam,1
French Polynesia,Czech Republic,2
French Polynesia,Papua New Guinea,1
French Polynesia,Saint Lucia,1
French Polynesia,Fiji,2
French Polynesia,Samoa,1
French Polynesia,Puerto Rico,1
French Polynesia,Georgia,1
French Polynesia,Bulgaria,1
French Polynesia,Singapore,4
French Polynesia,Austria,1
French Polynesia,Netherlands Antilles,1
French Polynesia,Latvia,1
French Polynesia,Tonga,1
French Polynesia,Cook Islands,1
French Polynesia,Chile,3
French Polynesia,Equatorial Guinea,1
French Polynesia,Madagascar,1
French Polynesia,Reunion,1
French Polynesia,New Caledonia,2
French Polynesia,East Timor,1
French Polynesia,New Zealand,2
Czech Republic,Canada,5
Czech Republic,Isle of Man,1
Czech Republic,Croatia,3
Czech Republic,Liberia,3
Czech Republic,Vanuatu,1
Czech Republic,Montenegro,1
Czech Republic,Suriname,1
Czech Republic,Cayman Islands,1
Czech Republic,Poland,6
Czech Republic,Guadeloupe,1
Czech Republic,Palau,1
Czech Republic,Panama,2
Czech Republic,Maldives,3
Czech Republic,Israel,4
Czech Republic,Nepal,1
Czech Republic,Afghanistan,2
Czech Republic,Sudan,2
Czech Republic,Dominican Republic,3
Czech Republic,Virgin Islands,3
Czech Republic,Ethiopia,3
Czech Republic,Bangladesh,2
Czech Republic,Bermuda,1
Czech Republic,Mongolia,1
Czech Republic,Sri Lanka,3
Czech Republic,Macedonia,1
Czech Republic,Turks and Caicos Islands,1
Czech Republic,Tajikistan,1
Czech Republic,Somalia,1
Czech Republic,Lithuania,2
Czech Republic,Tunisia,3
Czech Republic,Moldova,1
Czech Republic,Taiwan,3
Czech Republic,Cambodia,1
Czech Republic,Barbados,1
Czech Republic,Namibia,1
Czech Republic,Pakistan,3
Czech Republic,Papua New Guinea,1
Czech Republic,Honduras,1
Czech Republic,Uzbekistan,1
Czech Republic,Estonia,2
Czech Republic,Saint Kitts and Nevis,1
Czech Republic,Saint Lucia,2
Czech Republic,Yemen,1
Czech Republic,Fiji,1
Czech Republic,Bosnia and Herzegovina,1
Czech Republic,Seychelles,1
Czech Republic,Puerto Rico,2
Czech Republic,Georgia,3
Czech Republic,South Sudan,1
Czech Republic,Bulgaria,3
Czech Republic,Burundi,1
Czech Republic,Singapore,6
Czech Republic,Austria,5
Czech Republic,Netherlands Antilles,2
Czech Republic,Latvia,3
Czech Republic,Iraq,2
Czech Republic,Iran,2
Czech Republic,Turkmenistan,1
Czech Republic,Chile,3
Czech Republic,Equatorial Guinea,3
Czech Republic,Madagascar,1
Czech Republic,Ghana,4
Czech Republic,Grenada,1
Czech Republic,Kyrgyzstan,1
Czech Republic,Reunion,1
Czech Republic,Trinidad and Tobago,1
